company_name_id;company_name;url;year_founded;city;state;country;zip_code;full_time_employees;Employees Mean;Employees STD;Employees;Office Size (m2);Mean sqm per worker;STD sqp per worker;Sqm per worker;company_type;company_category;revenue_source;business_model;social_impact;description;description_short;source_count;data_types;example_uses;data_impacts;financial_info;last_updated
einstitutional;eInstitutional;einstitutional.com;2008;Ridgefield;CT;us;6877;01-10;5.5;1.5;6;75.43;16.49;2.09;12.572168;Private;Finance & Investment;Data analysis for clients, Database licensing;Business to Business;;eInstitutional generates actionable intelligence from all manner of public financial documents, inclusive of SEC filings, accounting statements, and prospectuses. We apply our proprietary analysis to identify key performance indicators that correlate with companies who outperform in the marketplace, and also flag those entities that appear to exhibit weaker profiles relative to peer group. We routinely scan gigabytes of data where documentation is reviewed on both a stand-alone basis and with cross-reference to thousands of other documents. Financial statements are additionally analyzed within the context of social media and real-time news events.;eInstitutional generates actionable intelligence from automated reviews of financial documents, where gigabytes of data are simultaneously reviewed to identify market risks and opportunities.;01-10;;;[];eInstitutional was recently recognized by The Innovation Enterprise at a summit that annually offers participants the opportunity to learn about leading-edge technological developments in the sphere of finance. For 2013 the theme of “Financial Planning and Analysis” was a special focus, and eInstitutional was acknowledged for its achievements in the category of “Best Financial Innovation of the Year”.;13:41.6
embark;Embark;http://letsembark.com;2011;Cupertino;CA;us;95014;01-10;5.5;1.5;4;77.99;19.05;0.93;19.496314;Private;Transportation;Not reported by company;Business to Business;;Embark, Inc. develops mass transit mobile applications for iPhone and Android users. It serves mass transit riders worldwide. The company was formerly known as Pandav Inc. and changed its name to Embark, Inc. in 2012.;Embark makes mass transit simple, providing an accurate, reliable, and interactive transit experience that helps you get where you want to go.;NA;Transportation;;[];;26:14.9
emc;EMC;http://www.emc.com/index.htm;1979;Hopkinton;MA;us;1748;10,001+;22500.5;4166.5;22634;316403.67;12.55;0.62;13.979132;Public;Data/Technology;Not reported by company;Business to Business;;EMC provides technologies and tools to help businesses design infrastructures to store and protect information so that it can be made accessible and actionable. EMC's promise is to help organizations of all sizes manage more information more effectively.;EMC provides technologies and tools to help businesses design infrastructures to store and protect information so that it can be made accessible and actionable.;101+;Public Safety;;[];;43:01.0
energy-points-inc;Energy Points, Inc.;http://energypoints.com/;2011;Boston;MA;us;2114;11-50;30.5;6.5;28;434.61;15.55;0.55;15.521895;Private;Energy;Software licensing, Subscriptions;Business to Business;;Energy Points provides source energy intelligence software that enables organizations to analyze, manage, and strategically de-risk their energy supply chains. The platform uses geospatial data and sophisticated algorithms to quantify source energy, measuring energy use from its source to the site of consumption, while accounting for resource scarcity and environmental impact. With its source-to-site energy analytics senior management diagnose, flag, and address areas of high risk and spend, making information-driven decisions about their energy sources, including distributed energy alternatives.  Across the globe, Energy Points software is enabling enterprises to maximize their energy productivity and drive long-term business growth.;Energy Points uses a unifying metric, big data and comprehensive analytics to manage enterprise energy resources, such as electricity, fuels, water, and materials.;11-50;;;[];We allow organizations to optimize their financial and environmental performance. Our model is entirely business-to-business. We sell two products: a portal designed for organizations that consume multiple resources (electricity, water, etc.) typically in a large portfolio of assets. Our portal allows customers to analyze their portfolio, identify outliers, compare to benchmarks of environmental and financial performance as well as select and track projects. ;
energy-solutions-forum;Energy Solutions Forum;energysolforum.com;2011;New York;NY;us;10013;01-10;5.5;1.5;7;104.82;15.55;0.55;14.974901;Private;Energy;Subscriptions;Business to Business;;Energy Solutions Forum (ESF) is an energy policy infotech company. Our data product, EnerKnol, provides energy investors for the first time, access to real-time, comprehensive source of U.S. energy policy information from state, federal, and local regulators, thus driving investments forward by solving the problem of inaccessible fragmented data across 80,000+ government offices. ESF's flagship product, ESF Research, conducts macro- and industry-level analyses around the highly fragmented government regulations and policies that impact energy markets. ;;;;;;;
enervee-corporation;Enervee Corporation;http://enervee.com;2010;Santa Monica;CA;us;90401;01-10;5.5;1.5;5;77.56;15.55;0.55;15.512902;Private;Energy;Advertising, Data analysis for clients, Database licensing, Lead generation to other businesses, Software licensing;Business to Business;;Enervee is an energy efficiency data and marketing platform, enabling consumers, businesses and governments to purchase the most energy efficient products.;;;;;;;
enigmaio;Enigma.io;enigma.io;2011;New York;NY;us;10012;11-50;30.5;6.5;21;261.38;12.55;0.62;12.446883;Private;Data/Technology;Subscriptions, API Licenses;Business to Business, Business to Government;;Enigma.io is a platform that centralizes, mines and relates big public data about companies, people and locations. Offering one of the largest and broadest repositories of public data on the market, Enigma draws together sources as diverse as SEC filings, government spending contracts, liens, patents, asset ownership, bills of lading, and much more. Enigma's web-based application allows users to connect otherwise disparate and unorganized public data and its full-featured APIs empower developers extend their applications.;By harmonizing and indexing the world's public data, Engima empowers professionals to discover hidden facts and connections like never before.;101+;;;[];;01:47.5
ensco;Ensco;http://www.enscoplc.com/Home/default.aspx;1987;Falls Church;VA;us;22042;5,001-10,000;7500.5;833.2;6189;90683.04;15.55;0.55;14.652293;Public;Energy;Not reported by company;Business to Business;;Ensco plc brings energy to the world as a global provider of offshore drilling services to the petroleum industry. Operating one of the world’s newest ultra-deepwater fleets and one of the largest fleet of premium jackups, we have a major presence in the most strategic offshore basins.;;;;;;;
environmental-data-resources;Environmental Data Resources;http://www.edrnet.com;1990;Milford;CT;us;6461;51-200;125.5;24.8;140;1758.68;12.55;0.62;12.562;Private;Environment & Weather;Not reported by company;Business to Business;;Environmental Data Resources (EDR) provides information on businesses, properties and buildings to professionals in the financial, environmental, real estate, corporate, government, and legal sectors, and to other information companies. The company created and maintains the National Environmental Data Information System, or NEDIS, its proprietary aggregate database of environmental records and historical land use information culled from public records and private sources. Over 20 years in the making and updated continually, NEDIS contains 1,400 databases, some of which are proprietary, and more than 3.1 billion records.;Environmental Data provides customers with the solutions they need to assess, understand and manage environmental risk.;101+;Environment;;[];;07:23.5
epsilon;Epsilon;http://www.epsilon.com;1969;Plano;TX;us;75024;5,001-10,000;7500.5;833.2;8497;96589.52;12.55;0.62;11.367485;Public;Data/Technology;Not reported by company;Business to Business;;Epsilon delivers direct-to-customer connections that drive business performance. Epsilon’s integrated solutions leverage the power of rich transactional and demographic marketing data, strategic insights, analytics, creative and robust digital and database marketing technologies to connect brands with consumers both online and offline, increasing engagement to generate measurable marketing outcomes.;Epsilon works with marketers, using customer intelligence to create connections between brands and customers with solutions that integrate data, creativity and robust technologies.;101+;;;[];;15:43.2
equifax;Equifax;http://www.equifax.com/home/en_us;1899;Atlanta;GA;us;30374;5,001-10,000;7500.5;833.2;8012;125265.11;16.49;2.09;15.634687;Public;Finance & Investment;Not reported by company;Business to Business;;Equifax can help you better understand your customers and prospects so you can grow your business intelligently across the customer lifecycle. With our suite of business data, predictive analytics, innovative solutions and industry expertise, you can improve the performance of your marketing and risk management programs to expand your market reach and efficiently grow and protect your revenues.;Equifax leverages one of the largest sources of consumer and commercial data, along with advanced analytics and proprietary technology, to create customized insights for business.;101+;Economics;;[];;27:22.6
equilar;Equilar;http://www.equilar.com/;2000;Redwood City;CA;us;94063;51-200;125.5;24.8;144;1855.72;12.55;0.62;12.886979;Private;Data/Technology;Not reported by company;Business to Business;;Equilar is an independent provider of high-quality executive data, tools, and analysis. We help leaders and companies improve by providing information and tools that strengthen corporate governance, enable broader and deeper board searches and build bridges between people at the top. ;Equilar is an independent provider of high-quality executive data, tools, and analysis.;NA;;;[];;30:13.5
ernst--young-llp;Ernst & Young LLP;http://www.ey.com;1998;New York;NY;us;10036;10,001+;22500.5;4166.5;23094;404563.97;16.49;2.09;17.518142;Private;Finance & Investment;Not reported by company;Business to Business;;Ernst & Young provides audit, tax, business risk, technology and security risk services, and human capital services worldwide.;Ernst & Young is a professional services firm that provides assurance, tax, transactions and advisory services to companies.;101+;;;[];;58:17.8
escholar-llc;eScholar LLC.;http://www.escholar.com;1997;White Plains;NY;us;10605;51-200;125.5;24.8;107;2083.42;19.05;0.93;19.471206;Private;Education;Data analysis for clients, Database licensing;Business to Business, Business to Consumer;;eScholar’s mission is to enable the education community, including students, to use data to empower individuals to succeed in life. eScholar leverages secure and comprehensive data to help all student attain a personalized education.;eScholar applies research and data to personalize education, helping agencies to more effectively manage and use data to improve quality and effectiveness of educational programs.;;;;[];eScholar is a private company primarily owned by the founding team. By supporting almost of half of the US education market, eScholar utilizes economies of scale to continue to invest heavily in data security and product innovation.;12:43.2
esri;Esri;esri.com;1969;Redlands;CA;us;92373;1,001-5,000;3000.5;666.5;3365;114947.4;24.86;4.42;34.159703;Private;Geospatial/Mapping;Subscriptions, Software licensing;;;Esri inspires and enables people to positively impact the future through a deeper, geographic understanding of the changing world around them. At Esri, we believe that geography is at the heart of a more resilient and sustainable future. Governments, industry leaders, academics, and nongovernmental organizations (NGOs) trust us to connect them with the analytic knowledge they need to make these critical decisions that shape the planet.;Esri is the world leader in geographic information systems and has a long history of using open data.;NA;;;[];Esri is a privately held company with over $1B US revenue annually. We have offices and distributors in over 80 countries worldwide. The Esri Partner Network has over 2000 members who develop applications for specific use cases. Esri has consistently maintained a financial posture of zero debt.;17:04.5
estately;Estately;http://www.estately.com/;2007;Seattle;WA;us;98102;01-10;5.5;1.5;6;116.62;19.05;0.93;19.436543;Private;Housing/Real Estate;Lead generation to other businesses;Business to Consumer;;We are a real estate brokerage in 30+ states, publishing residential houses for sale on the internet for consumers.;Estately empowers online shoppers in most major US cities with a simple, fast path to finding the home of their dreams.;;;;[];We are private, growing in double digits, and have taken about $1m in private financing.;31:54.4
everyday-health;Everyday Health;http://www.everydayhealth.com;2002;New York;NY;us;10014;501-1,000;750.5;83.2;782;14647.48;19.05;0.93;18.73079;Private;Lifestyle & Consumer;Not reported by company;Business to Consumer;;Everyday Health is a provider of digital health and wellness solutions. Everyday Health combines digital content from leading health brands with data and analytics technology to provide a personalized content experience to our users. ;Everyday Health combines digital content from leading health brands with data and analytics technology to provide personalized content experience to our users. ;NA;Agriculture & Food;;[];;06:37.6
evidera;Evidera;http://www.evidera.com;2013;Bethesda;MD;us;20814;201-500;350.5;49.8;393;7346.11;19.05;0.93;18.69238;Private;Healthcare;Not reported by company;Business to Business;;Evidera provides health economics, outcomes research, market access, data analytics and epidemiology research and consulting services. We partner with life sciences organizations worldwide to optimize the market access and commercial success of their products.;Evidera provides health economics, outcomes research, market access, data analytics and epidemiology services to life sciences organizations worldwide.;NA;Health/Healthcare;;[];;17:10.6
experian;Experian;http://www.experian.com;1980;Costa Mesa;CA;us;92626;10,001+;22500.5;4166.5;21536;335972.22;16.49;2.09;15.600493;Public;Finance & Investment;Not reported by company;Business to Business, Business to Consumer;;Experian provides information, analytical tools and marketing services to organizations and consumers to help manage the risk and reward of commercial and financial decisions.;Experian provides information, analytical tools and marketing services to organizations and consumers to help manage the risk and reward of commercial and financial decisions.;101+;Demographics & Social;;[];;36:02.9
expert-health-data-programming-inc;Expert Health Data Programming, Inc.;http://www.ehdp.com/;1997;Bellevue;WA;us;98005;01-10;5.5;1.5;6;112.99;19.05;0.93;18.830952;Private;Healthcare;Software licensing;Business to Business, Business to Government;;EHDP provides Vitalnet for analyzing large complex health data sets, including BRFSS, birth, cancer, hospital discharge, mortality, pregnancy, and others. Vitalnet is a totally customized data warehouse software, guaranteed to work correctly with no risk of project failure. Vitalnet runs on the desktop, or over the internet in a browser.;;;;;;;
exversion;Exversion;https://exversion.com;2013;;NY;us;;01-10;5.5;1.5;6;73.2;12.55;0.62;12.200691;Private;Data/Technology;User fees for web or mobile access;Business to Business;;Exversion aims to improve accessibility and usability of all data. We believe that the future is in comparatively small, well assembled, thoroughly documented data sets. Exversion allows you to search 140,000+ datasets, consume through one API or upload your own data, and collaborate, publish, share or version-control with  your community.;Exversion allows you to search 140,000+ datasets, consume through one API or upload your own data, and collaborate, publish, share or version-control with  your community.;NA;;;[];;11:06.8
ezxbrl;Ez-XBRL;ez-xbrl.com;2009;Manassas;VA;us;22701;51-200;125.5;24.8;191;3170.74;16.49;2.09;16.60075;Private;Finance & Investment;Software licensing;Business to Business;;Ez-XBRL Solutions, Inc. is a global provider of products and services for Financial Analytics and Financial Regulatory Compliance. Our analytics product - Contexxia - provides a unique way to combine and analyze unstructured and structured data to deliver a unique solution. Contexxia enables users to analyze and research SEC filings and other public disclosures by highlighting changes to text, events and financial data between two periods. A brief overview of features is available at http://youtu.be/AnmsI5LM9bY. Our team comprises of experts with significant knowledge and experience in a diverse set of domains and technologies, including financial services, XBRL, XML databases, Natural Language Processing and Semantic Analytics. Ez-XBRL is a member of XBRL US and is playing a key role in the development of XBRL standards and global adoption. The company is headquartered in the USA and has operations in the UK and India.;Ez-XBRL uses innovative technologies to provide solutions for financial research, analytics and regulatory compliance.;NA;;;[];We have been consistently ranked among the top 4 XBRL product vendors in the US. Over 700 public companies have used our solutions complete regulatory filings. Our revenues have shown consistent growth since 2010 and we are poised for substantial growth within the next 12 months.;43:49.9
factset;Factset;http://www.factset.com;1978;Norwalk;CT;us;6851;5,001-10,000;7500.5;833.2;8288;160154.71;16.49;2.09;19.323686;Public;Finance & Investment;Not reported by company;Business to Business;;FactSet Research Systems provides multinational financial data and analytic software to financial institutions. FactSet consolidates tools to monitor global markets, public and private companies, and equity and fixed income portfolios in a single interface.;FactSet Research Systems provides multinational financial data and analytic software to financial institutions. ;101+;Economics, Finance;;[];;52:31.8
factual;Factual;http://www.factual.com;2007;Los Angeles;CA;us;90067;51-200;125.5;24.8;93;1228.98;12.55;0.62;13.214876;Private;Data/Technology;Advertising, Data analysis for clients, Database licensing, Subscriptions;Business to Business;;Factual is a data company that helps developers, publishers, and advertisers build more relevant and personalized mobile experiences using the context of location.;Factual is a data company that helps developers, publishers, and advertisers build more relevant and personalized mobile experiences using the context of location.;NA;;;[];;19:06.6
farmers;Farmers;http://www.farmers.com;1928;Los Angeles;CA;us;90010;10,001+;22500.5;4166.5;29546;416707.03;16.49;2.09;14.10367;Public;Insurance;Not reported by company;Business to Business, Business to Consumer;;Farmers Insurance Group of Companies is a U.S. insurer group of automobiles, homes and small businesses that also provides a wide range of other insurance and financial services products. Farmers Insurance serves more than 10 million households with more than 20 million individual policies across all 50 states.;Farmers Insurance Group insures vehicles, homes and small businesses and provides a wide range of other insurance and financial services products.;NA;Environment;;[];;55:14.8
farmlogs;FarmLogs;farmlogs.com;2011;Ann Arbor;MI;us;48104;11-50;30.5;6.5;38;;;;;Private;Food & Agriculture;Subscriptions, User fees for web or mobile access;Business to Business;;<p>FarmLogs' mission is to invent the future of farming. At FarmLogs we believe farming can leverage web and mobile software to improve efficiency and increase profits. We believe in putting the grower first.</p>;;;;;;;
fastcase;Fastcase;fastcase.com;1999;Washington;DC;us;20004;51-200;125.5;24.8;149;4792.19;35.77;4.34;32.162358;Private;Business & Legal Services;Subscriptions;Business to Business;;Fastcase's mission is to democratize the law and make legal research smarter. Fastcase has created new ways to access the law, with smarter legal research tools and free apps for iOS and Android devices. Fastcase also maintains the Public Library of Law, a free law library for non-lawyers.;;;;;;;
fidelity-investments;Fidelity Investments;https://www.fidelity.com;1946;Boston;MA;us;2210;10,001+;22500.5;4166.5;26305;465904.98;16.49;2.09;17.711651;Private;Finance & Investment;Not reported by company;Business to Business, Business to Consumer;;Fidelity Investments is a provider of investment products and services. We are a financial services company that offers a range of product solutions for individual investors, employers, institutions and intermediaries.;Fidelity Investments provides a wide range of services, including investment management, retirement planning, brokerage, and human resources and benefits outsourcing services.;NA;;;[];;57:44.2
findthebestcom;FindTheBest.com;http://www.findthebest.com;2010;Santa Barbara;CA;us;93108;51-200;125.5;24.8;110;2057.67;19.05;0.93;18.706103;Private;Lifestyle & Consumer;Advertising;Business to Consumer;;FindTheBest is a research engine focused on collecting, structuring, and connecting the world’s data — 60+ billion pieces of information to date — to lead people to the best conclusions. FindTheBest’s desktop site, mobile site and embeddable widgets let people thoroughly research all of their options in almost every topic, on one intuitive interface.;FindTheBest's mission is to collect, structure, and connect the world’s data to lead people to the best conclusions.;101+;;;[];To date, FindTheBest has raised $17M with majority investment from Klein Perkins Caufield Byers & Pritzker Group Venture Capital.;15:37.0
first-fuel-software;First Fuel Software;http://firstfuel.com;2009;Lexington;MA;us;2420;51-200;125.5;24.8;141;2281.88;15.55;0.55;16.183556;Private;Energy;Not reported by company;Business to Business, Business to Government;;FirstFuel Software is a commercial energy analytics company that helps utilities and government agencies deliver scalable energy efficiency across their commercial building portfolios. The company’s Remote Building Analytics platform uses advanced meter data analytics to identify, enable, and track energy efficiency savings behind the meter in commercial buildings - without onsite visits or device installations. ;FirstFuel Software is a commercial energy analytics company that helps utilities and government agencies deliver scalable energy efficiency across their commercial building portfolios.;NA;Geospatial/Mapping, Weather;;[];;01:10.2
firstpoint-inc;FirstPoint, Inc.;https://www.firstpointresources.com/;1941;Greensboro;NC;us;27401;51-200;125.5;24.8;159;6472.59;35.77;4.34;40.708111;Private;Business & Legal Services;Not reported by company;Business to Business;;FirstPoint, Inc. is a national provider of information and operation services, offering Equifax credit solutions, revenue cycle management, decision data and organizational management.;FirstPoint, Inc. is a national provider of information and operation services, offering Equifax credit solutions, revenue cycle management, decision data and organizational management.;NA;;;[];;14:54.2
fitch;Fitch;https://www.fitchratings.com/web/en/dynamic/fitch-home.jsp;1913;New York;NY;us;10004;1,001-5,000;3000.5;666.5;2740;40967.46;16.49;2.09;14.951628;;Finance & Investment;Not reported by company;Business to Business;;Fitch is a global provider of financial information services. Fitch Group is comprised of: Fitch Ratings, a provider of credit ratings and research;;;;;;;
flightaware;FlightAware;http://www.flightaware.com/;2005;Houston;TX;us;77046;51-200;125.5;24.8;74;1512.51;19.05;0.93;20.439313;Private;Transportation;Not reported by company;Business to Business;;FlightAware provides private aviation flight tracking in over 45 countries across North America, Europe, and Oceania, as well as global solutions for aircraft with datalink (satellite/VHF) via every major provider, including ARINC, Honeywell GDC, Satcom Direct, and UVdatalink. ;;;;;;;
flightstats;FlightStats;http://www.flightstats.com/;2005;Portland;OR;us;97204;51-200;125.5;24.8;126;2409.76;19.05;0.93;19.125043;Private;Transportation;Not reported by company;Business to Consumer;;FlightStats is a leading global provider of data services and applications to the travel industry and traveling public. The company delivers real-time global flight status information, messaging and alerting, and complementary services that power many of the worlds most popular travel applications and support the operations of airlines, agencies and airports. Our historical archive of flight data is proving quite valuable in projects aimed at measuring and improving airline and airport operational efficiencies and in predictive analytics applications such as passenger flow modeling.;;;;;;;
flightview;FlightView;http://www.flightview.com/;1981;Newton;MA;us;2458;11-50;30.5;6.5;35;698.03;19.05;0.93;19.943822;Private;Transportation;Not reported by company;Business to Business;;FlightView aggregates and delivers accurate and timely day of travel information and content to travelers, airlines, airports and travel companies to improve customer satisfaction, operational efficiency and brand loyalty. ;;;;;;;
foodtech-connect;Food+Tech Connect;http://www.foodtechconnect.com;2010;New York;NY;us;11222;01-10;5.5;1.5;6;;;;;Private;Food & Agriculture;Not reported by company;Business to Business;;Food+Tech Connect is a media and research company building a network for innovators transforming the business of food. Through news, analysis and research, we help people identify and understand market needs, emerging technologies and successful business models. Through events, we connect the leading thinkers and doers from the worlds of food, agriculture, health and technology. Our goal is to accelerate innovation and feed the growing hunger to hack a healthier, more equitable and more profitable future for food.;Food+Tech Connect is a media and research company building a network for innovators transforming the business of food, through news, analysis and research, and events.;NA;Agriculture & Food;;[];;36:13.8
forrester-research;Forrester Research;http://www.forrester.com;1983;Cambridge;MA;us;2140;1,001-5,000;3000.5;666.5;2918;78640.36;24.86;4.42;26.950088;Public;Research & Consulting;Not reported by company;Business to Business;;Forrester Research is an independent global technology and market research company providing proprietary research, consumer and business data, custom consulting, events, and peer-to-peer executive programs.;Forrester is a research and advisory firm serving three client segments by providing proprietary research, consumer and business data, custom consulting, events and online communities.;101+;;;[];;37:50.1
foursquare;Foursquare;https://foursquare.com;2009;New York;NY;us;10012;51-200;125.5;24.8;129;2367.89;19.05;0.93;18.35571;Private;Lifestyle & Consumer;Not reported by company;Business to Consumer;;Foursquare makes apps that help people keep up and meet up with friends, and discover great places. Swarm is for people who want the fastest and easiest way to connect with their friends. The Foursquare app is for explorers who want to know about the best spots, and to share what they’ve found with others. ;Foursquare allows consumers to check in at local businesses, to tell their friends where they like to go, and to post tips and photos.;NA;Geospatial/Mapping;;[];Foursquare is headquartered in downtown New York City, with offices in San Francisco and London.;40:22.5
fujitsu;Fujitsu;http://www.fujitsu.com/us/;1935;Sunnyvale;CA;us;94089;10,001+;22500.5;4166.5;19690;274268.76;12.55;0.62;13.929343;Private;Data/Technology;ICT Product and Services, Software licensing, Data analysis for clients, Database licensing;;;Fujitsu is a leading Japanese information and communication technology (ICT) company offering a full range of technology products, solutions and services.  We use our experience and the power of ICT to shape the future of society with our customers.;Fujitsu works to shape the future of society and business by using the power of ICT to contribute to their clients' success.;01-10;;;[];Fujitsu Limited (TSE:6702) reported consolidated revenues of 4.4 trillion yen (US$47 billion) for the fiscal year ended March 31, 2013.;
funding-circle;Funding Circle;https://www.fundingcircle.com;2010;San Francisco;CA;us;94111;51-200;125.5;24.8;169;2972.66;16.49;2.09;17.589684;Private;Finance & Investment;Not reported by company;Business to Business;;Funding Circle USA is an online loan marketplace that connects small businesses looking for up to $500K with investors. Funding Circle was founded with the mission of addressing  by connecting investors with small businesses to the benefit of both.;;;;;;;
futureadvisor;FutureAdvisor;https://www.futureadvisor.com;2010;San Francisco;CA;us;94107;11-50;30.5;6.5;34;547.62;16.49;2.09;16.106432;Private;Finance & Investment;Not reported by company;Business to Consumer;;FutureAdvisor was founded on the premise that investing for your future does not have to be difficult or expensive;;;;;;;
fuzion-apps-inc;Fuzion Apps, Inc.;www.fuzionapps.com;2012;Sugar Land;TX;us;77479;01-10;5.5;1.5;3;54.52;19.05;0.93;18.173491;Public;Lifestyle & Consumer;Advertising, Lead generation to other businesses, Software licensing, User fees for web or mobile access, Feature upgrades within the app;Business to Business;;Fuzion Apps' mission is to end the wage gap for women and minorities within 5 years. Our challenge to the wage gap is Aequitas, a mobile cloud solution, that enables users to take control of their career by making informed decisions.;Our challenge to the wage gap is Aequitas, a mobile cloud solution, that enables users to take control of their career by making informed decisions.;NA;;;[];Past: $0.;
gallup;Gallup;http://www.gallup.com;1969;Washington;DC;us;20004;1,001-5,000;3000.5;666.5;3697;108904.34;24.86;4.42;29.457491;Private;Research & Consulting;Not reported by company;Business to Business;;Gallup consultants help private and public sector organizations boost organic growth through measurement tools, strategic advice, and education. ;;;;;;;
galorath-incorporated;Galorath Incorporated;www.galorath.com;1987;El Segundo;CA;us;90245;11-50;30.5;6.5;39;1451.39;35.77;4.34;37.215011;Private;Business & Legal Services;Software licensing;Business to Business;;Galorath has invested over two decades of research and development helping organizations better plan and control project costs, quality, duration and risk. Leveraging sophisticated modeling technology and project-applicable knowledge bases, SEER solutions accurately replicate real-world project outcomes more quickly and with greater accuracy than traditional estimating methodologies.;Galorath's SEER tools help remove the risk and uncertainty from projects by providing predictions of their time and cost to develop.;11-50;;;[];;44:07.2
garmin;Garmin;http://www.garmin.com/en-US;1989;Olathe;KA;us;66062;5,001-10,000;7500.5;833.2;8475;149589.94;24.86;4.42;17.65073;Public;Geospatial/Mapping;Not reported by company;Business to Consumer;;As a global provider of navigation, Garmin is committed to making geospatial information products for automotive, aviation, marine, outdoor and sports companies. Our “vertical integration” business model keeps these functions in-house, giving us more control over timelines, quality and service.;Garmin's products provide geospatial information for automotive, aviation, marine, outdoor, and sports uses.;NA;Geospatial/Mapping;;[];;53:53.6
genability;Genability;http://genability.com;2010;San Francisco;CA;us;94105;01-10;5.5;1.5;5;76.84;15.55;0.55;15.36858;Private;Energy;Data analysis for clients, Database licensing;Business to Business;;Genability is a software company helping New Energy Companies build energy cost savings into their products and services. They include solar developers, energy services firms, EV manufacturers, and the makers of internet connected devices. Genability helps these New Energy Companies build energy intelligence into how their products work and are sold.;Genability helps New Energy companies build energy intelligence into how their products work and are sold.;NA;;;[];;21:17.3
genospace;GenoSpace;https://www.genospace.com;2011;Cambridge;MA;us;2108;11-50;30.5;6.5;38;693.93;19.05;0.93;18.261396;Private;Healthcare;Not reported by company;Business to Business, academia;;At GenoSpace, we are Digital Architects of Genomic Medicine. The company has developed software systems for securely storing vast amounts of genomic and health data and providing it in formats specific to its diverse user communities. GenoSpace for Clinical Care facilitates clinically actionable interpretation and report generation for precision medicine. GenoSpace for Research provides dynamic analysis, visualization and collaboration tools. GenoSpace for Patient Communities enables patient-centric exploration and advancement of personalized medicine.;GenoSpace has developed software systems for securely storing vast amounts of genomic and health data and providing it in formats specific to diverse user communities.;NA;Health/Healthcare;;[];;35:11.3
geofeedia;Geofeedia;http://geofeedia.com/;2011;Chicago;IL;us;60606;11-50;30.5;6.5;18;497.05;24.86;4.42;27.613652;Private;Geospatial/Mapping;Not reported by company;Business to Business;;Geofeedia is a location-based, open source social media monitoring and mining, complementing traditional keyword monitoring to gather data on a wider range of social activity. We help you cut through the clutter of social media in real time to improve engagement and drive business value, and uncover the hidden 70% of geo-tagged social media content that is missed by keyword-based discovery tools. ;;;;;;;
geolytics;Geolytics;http://www.geolytics.com;1996;Branchburg;NJ;us;8876;01-10;5.5;1.5;4;46.17;12.55;0.62;11.543401;Private;Data/Technology;not reported by company;Business to Business, Business to Government;;GeoLytics provides demographic data, census demographics, market research data, and geocoding for social researchers and business marketing. Our software comes with built-in mapping capabilities that create thematic maps for instant spatial display of your demographic information. Business and marketing personnel use GeoLytics data for target marketing, customer profiling, and business site selection. Libraries, universities, and government agencies use GeoLytics for our population estimates, population projections,and GIS data.;GeoLytics provides demographic data, census demographics, market research data, and geocoding for social researchers and business marketing.;101+;Demographics & Social;;[];;34:58.4
geoscape;Geoscape;www.geoscape.com;1995;Miami;FL;us;33135;11-50;30.5;6.5;26;448.17;19.05;0.93;17.237172;Private;Lifestyle & Consumer;not reported by company;Business to Business;;Geoscape helps clients achieve growth by tapping into America's fast growing Hispanic and multicultural markets. We provide consumer intelligence via strategic business consulting, database-driven analytics and automated systems to help our clients create competitive advantages for business development, marketing and distribution.;Geoscape provides consumer intelligence via strategic business consulting, database-driven analytics and automated systems.;NA;Demographics & Social;;[];;16:59.2
getraised;GetRaised;https://getraised.com;2010;New York;NY;us;10009;01-10;5.5;1.5;5;59.01;16.49;2.09;11.802648;Private;Finance & Investment;Not reported by company;Business to Consumer;;GetRaised is a free interface that helps to narrow the wage gap and helps people to get paid more. In order to do so, GetRaised has combined data from the government, users, and current job postings to create a salary engine. With the help of experts from human resources and employment offices, academics, and writers, we’ve created a raise request that is uniquely suited to help you get the raise you want.;GetRaised uses government and other data to tell users whether they are being paid fairly and to help them construct a raise request.;NA;;;[];;20:03.1
github;GitHub;https://github.com;2008;San Francisco;CA;us;94107;201-500;350.5;49.8;400;4896.43;12.55;0.62;12.241068;Private;Data/Technology;Not reported by company;Business to Business, Business to Consumer, Business to Government, ;;GitHub is a social network for programmers. The company builds tools that make collaborating and writing software easier, and enable powerful collaboration, code review, and code management for open source and private projects. ;GitHub is at code host with over 9.8 million repositories and tools are open to the community for public projects and secure for private projects.;101+;;;[];;04:22.0
glassy-media;Glassy Media;http://www.glassymedia.com/;2012;Cambridge;MA;us;2139;01-10;5.5;1.5;5;189.89;35.77;4.34;37.977757;Private;Governance;Not reported by company;Business to Consumer;;Glassy Media is a digital production company that was hatched out of the MIT Media Lab. We are a team from MIT and built Super PAC App (superpacapp.org), a mobile app that brought transparency to the 2012 U.S. presidential campaigns.;Glassy Media is a production company hatched out of the MIT Media Lab that makes tools to help people connect with information and facilitate transparency.;NA;Government Operations;;[];;28:44.8
